epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,1266.25,0.89792,0.10668,0.08967,0.51289,1.03669,0.99891,1,0.995,0.7607,0.99891,1,0.995,0.995,0.81165,0.07382,0.01403,0.41526,0.94915,0.0003236,0.0003236,0.0003236
129,1275.51,0.87991,0.1479,0.10026,0.49788,1.01276,0.99895,1,0.995,0.76016,0.99895,1,0.995,0.995,0.82796,0.07196,0.01359,0.41323,0.95068,0.0003104,0.0003104,0.0003104
130,1284.82,0.92972,0.13621,0.11512,0.52982,1.05107,0.99899,1,0.995,0.72667,0.99899,1,0.995,0.995,0.89139,0.06881,0.01295,0.41875,0.96308,0.0002972,0.0002972,0.0002972
131,1294.05,0.86353,0.12719,0.09317,0.4831,1.00739,0.99899,1,0.995,0.68556,0.99899,1,0.995,0.995,1.00382,0.06658,0.01201,0.43591,0.9981,0.000284,0.000284,0.000284
132,1303.29,0.91812,0.11929,0.0866,0.49519,1.02108,0.99899,1,0.995,0.67134,0.99899,1,0.995,0.995,1.0404,0.06669,0.01178,0.44963,1.01291,0.0002708,0.0002708,0.0002708
133,1312.46,0.88898,0.14116,0.1249,0.5242,1.03377,0.99898,1,0.995,0.70344,0.99898,1,0.995,0.995,0.97062,0.07035,0.01165,0.43595,0.99066,0.0002576,0.0002576,0.0002576
134,1321.73,0.84727,0.10726,0.12415,0.51349,1.04898,0.99896,1,0.995,0.72813,0.99896,1,0.995,0.995,0.87112,0.07479,0.01109,0.42244,0.96074,0.0002444,0.0002444,0.0002444
135,1330.99,0.81027,0.11787,0.09169,0.49305,1.00026,0.99895,1,0.995,0.76304,0.99895,1,0.995,0.99311,0.80966,0.0755,0.01116,0.406,0.9474,0.0002312,0.0002312,0.0002312
136,1340.2,0.85663,0.12026,0.08568,0.49697,0.98563,0.99895,1,0.995,0.75822,0.99895,1,0.995,0.99316,0.79958,0.07338,0.01123,0.40496,0.94473,0.000218,0.000218,0.000218
137,1349.48,0.80852,0.08279,0.07078,0.4692,0.98686,0.99894,1,0.995,0.75882,0.99894,1,0.995,0.995,0.82822,0.06962,0.01083,0.41603,0.95138,0.0002048,0.0002048,0.0002048
138,1358.69,0.81442,0.10911,0.1105,0.47591,0.97604,0.99894,1,0.995,0.7465,0.99894,1,0.995,0.995,0.85541,0.0674,0.01101,0.41893,0.95849,0.0001916,0.0001916,0.0001916
139,1367.93,0.89541,0.13041,0.09844,0.49119,1.0182,0.99893,1,0.995,0.75325,0.99893,1,0.995,0.995,0.83353,0.06668,0.01108,0.413,0.95311,0.0001784,0.0001784,0.0001784
140,1377.23,0.8159,0.10806,0.09804,0.48466,0.97894,0.99892,1,0.995,0.76839,0.99892,1,0.995,0.995,0.78912,0.06712,0.01108,0.40052,0.94184,0.0001652,0.0001652,0.0001652
141,1387.11,0.76068,0.06381,0.02408,0.47164,0.97663,0.99895,1,0.995,0.76316,0.99895,1,0.995,0.995,0.77804,0.06687,0.01064,0.39944,0.93872,0.000152,0.000152,0.000152
142,1396.28,0.77437,0.07243,0.01406,0.44059,0.97615,0.99895,1,0.995,0.7639,0.99895,1,0.995,0.995,0.78897,0.06492,0.00961,0.39894,0.93962,0.0001388,0.0001388,0.0001388
143,1405.39,0.78703,0.07774,0.02289,0.46198,0.97748,0.99891,1,0.995,0.75741,0.99891,1,0.995,0.995,0.80737,0.06351,0.00894,0.3999,0.9426,0.0001256,0.0001256,0.0001256
144,1414.47,0.78385,0.06626,0.02281,0.455,0.96615,0.99878,1,0.995,0.75459,0.99878,1,0.995,0.995,0.83411,0.06338,0.00834,0.40301,0.94792,0.0001124,0.0001124,0.0001124
145,1423.62,0.77776,0.07168,0.02187,0.43676,0.97542,0.99868,1,0.995,0.74245,0.99868,1,0.995,0.995,0.86936,0.06208,0.0078,0.4109,0.95601,9.92e-05,9.92e-05,9.92e-05
146,1432.74,0.76081,0.06815,0.02147,0.45915,1.01362,0.9986,1,0.995,0.73816,0.9986,1,0.995,0.995,0.89411,0.06142,0.00739,0.41702,0.96191,8.6e-05,8.6e-05,8.6e-05
147,1441.86,0.76118,0.06236,0.00634,0.43188,0.98129,0.99866,1,0.995,0.73886,0.99866,1,0.995,0.995,0.88499,0.06129,0.00747,0.41651,0.96031,7.28e-05,7.28e-05,7.28e-05
148,1450.96,0.74916,0.07092,0.00948,0.43361,0.95801,0.99869,1,0.995,0.74264,0.99869,1,0.995,0.995,0.8752,0.06199,0.00747,0.41471,0.95861,5.96e-05,5.96e-05,5.96e-05
149,1460.13,0.74802,0.06109,0.01325,0.44268,0.97286,0.99866,1,0.995,0.75032,0.99866,1,0.995,0.995,0.8632,0.06302,0.00748,0.41329,0.95614,4.64e-05,4.64e-05,4.64e-05
150,1469.22,0.73495,0.06453,0.0153,0.45157,0.98007,0.99867,1,0.995,0.74677,0.99867,1,0.995,0.995,0.85944,0.06281,0.0073,0.41245,0.95508,3.32e-05,3.32e-05,3.32e-05
